pubmed,journal,year,se,z_score
23673520,British journal of sports medicine,2014,0.13114769109973468,3.4878604663425974
23673520,British journal of sports medicine,2014,0.14862380259186775,3.6489733230324175
23620474,British journal of sports medicine,2014,0.039109943548851694,-2.15978722958116
23620474,British journal of sports medicine,2014,0.3126267382834259,-2.6188111996775274
23620474,British journal of sports medicine,2014,0.2393213888562948,-2.605789314910756
23559666,British journal of sports medicine,2013,0.3649862560435521,2.8209813387008698
23559666,British journal of sports medicine,2013,0.2988870978783162,5.177749456907174
23543425,British journal of sports medicine,2013,0.15068074267270604,3.8639019792814233
23543425,British journal of sports medicine,2013,0.21926987634737388,2.655246719482344
23543425,British journal of sports medicine,2013,0.3527753688826075,4.193402821100455
23410883,British journal of sports medicine,2014,0.20380633520538213,2.9112286655850026
23410883,British journal of sports medicine,2014,0.11894996126102134,2.0093903178833843
23365418,British journal of sports medicine,2013,0.26265801458703014,-0.6638037960460059
23365418,British journal of sports medicine,2013,1.935473737938783,0.2920803304993957
23365418,British journal of sports medicine,2013,0.5814679526221646,2.4762071951771336
23365418,British journal of sports medicine,2013,0.5526665608850678,0.4747243329636731
23365418,British journal of sports medicine,2013,0.36259838799264305,1.897787363440686
23329619,British journal of sports medicine,2013,0.13770743893858237,2.125299956332431
23329619,British journal of sports medicine,2013,0.14023334616140587,3.0325721167265676
23314890,British journal of sports medicine,2013,0.09959878335296525,-2.1156988491403994
23314890,British journal of sports medicine,2013,0.14942013569875215,-2.198526091786835
25452612,British journal of sports medicine,2015,0.17682326034692486,-6.443916263916919
25452612,British journal of sports medicine,2015,0.18230953718900736,-6.081210240648121
25452612,British journal of sports medicine,2015,0.18816299569662737,-6.055570485418181
25388552,British journal of sports medicine,2015,0.26918362136040724,2.0362361043349417
25385168,British journal of sports medicine,2015,0.8057994691692935,3.009188785167664
25385168,British journal of sports medicine,2015,0.7049199820350683,2.6465831092041583
25385168,British journal of sports medicine,2015,0.6446018210694598,2.524469800384076
25227125,British journal of sports medicine,2015,0.4570814972520548,-1.1543515658683776
25227125,British journal of sports medicine,2015,0.22240790033247992,-4.7202555436622875
25183628,British journal of sports medicine,2015,0.06596275211574242,-5.407217444670714
25183627,British journal of sports medicine,2015,0.062148490473915935,4.344870408821789
25183627,British journal of sports medicine,2015,0.03376312537874333,3.619855429651521
25082616,British journal of sports medicine,2014,0.18260813500790177,2.4351917358019315
25082616,British journal of sports medicine,2014,0.2882059837877309,3.547639484319659
25082616,British journal of sports medicine,2014,0.3286164553983079,4.271371613917454
25082616,British journal of sports medicine,2014,0.17067592576042978,2.2572744168467005
25037201,British journal of sports medicine,2014,0.09486585807962472,3.006128316409686
25037201,British journal of sports medicine,2014,0.0493838645593534,2.474849504282079
25037201,British journal of sports medicine,2014,0.014721509597103768,2.6641773993746813
25037201,British journal of sports medicine,2014,0.5379833695391151,2.5534536134265244
25005930,British journal of sports medicine,2015,0.18208328259252066,-2.1180554047624924
25005930,British journal of sports medicine,2015,0.33955567159301864,2.1709667298983084
24948083,British journal of sports medicine,2014,0.889800963347212,2.3931435924439746
24948083,British journal of sports medicine,2014,0.14663417179321372,-1.7824273901378802
24948083,British journal of sports medicine,2014,0.2068699531164104,-1.6555826681801826
24928848,British journal of sports medicine,2014,0.1603593518934628,0.5943537354007624
24928848,British journal of sports medicine,2014,0.051191503944426335,0
24831816,British journal of sports medicine,2015,0.0523370022356575,2.1653644738137445
24795341,British journal of sports medicine,2014,0.6043444368372954,2.405835018855557
24782484,British journal of sports medicine,2014,0.07060025559173234,-3.3388311635046564
24659510,British journal of sports medicine,2014,0.1402430342551661,3.867031925725639
24552666,British journal of sports medicine,2014,0.14209566485596054,-2.3118514368825673
24552666,British journal of sports medicine,2014,1.0566776563647247,2.103354198530407
24552666,British journal of sports medicine,2014,0.4381764023148809,-2.5301741916373386
24434186,British journal of sports medicine,2015,0.08424532828331044,-2.501278535078102
24434186,British journal of sports medicine,2015,0.08193999094143482,-3.032235620773781
24434186,British journal of sports medicine,2015,0.08321830011582242,-2.38470310553852
24434186,British journal of sports medicine,2015,0.11600412171299672,-1.6062323945048043
24334505,British journal of sports medicine,2014,0.17897603296066583,2.898677464424438
24334505,British journal of sports medicine,2014,0.06771338354705642,5.2821824214891775
24334505,British journal of sports medicine,2014,0.08739740562446316,9.07341024443061
24334504,British journal of sports medicine,2014,0.25972577493760796,2.763837333136298
24334504,British journal of sports medicine,2014,0.19724231842690862,0
