pubmed,journal,year,se,z_score
16861577,The American journal of sports medicine,2006,0.4132190378797605,2.168554549554374
16861575,The American journal of sports medicine,2006,0.5279059198536566,4.999105390496179
16861575,The American journal of sports medicine,2006,0.6133591294142826,2.5230936241119175
16861575,The American journal of sports medicine,2006,0.016463908453462045,5.2343401012370725
16861575,The American journal of sports medicine,2006,0.4896920512086581,4.394112989885136
16861575,The American journal of sports medicine,2006,0.466358957499727,1.7859828990967574
16861575,The American journal of sports medicine,2006,0.40690029974030634,2.8585646423657884
16685083,The American journal of sports medicine,2006,0.3121876101076826,3.7457647955758504
16436538,The American journal of sports medicine,2006,0.5528615185107708,2.1151433413312075
16436538,The American journal of sports medicine,2006,0.5175408304091049,1.6754243080646585
18079558,The American journal of sports medicine,2008,0.24211238640233318,2.651057617125735
17932408,The American journal of sports medicine,2008,0.14554715777235022,3.6457479430283626
17932400,The American journal of sports medicine,2008,0.10294297632697927,7.299342951744346
17932400,The American journal of sports medicine,2008,0.12641789582530666,12.841068165272588
17387218,The American journal of sports medicine,2007,0.5024083281799764,-2.267944656323827
17379918,The American journal of sports medicine,2007,1.463411300377345,-1.3941540754813617
17379918,The American journal of sports medicine,2007,0.7227585061367898,-0.959030125103446
17379918,The American journal of sports medicine,2007,0.9514544511821917,-1.4570265128271835
17369558,The American journal of sports medicine,2007,0.41968265179494374,-3.3031967254086827
17351124,The American journal of sports medicine,2007,0.7138992516692247,1.6638810302975677
18669983,The American journal of sports medicine,2008,0.822990365660451,2.9246333963906266
18669983,The American journal of sports medicine,2008,0.8199384783137913,2.6100326062234944
18669983,The American journal of sports medicine,2008,0.7667557664303978,1.96161210991402
18669982,The American journal of sports medicine,2008,0.17173800144365514,0.3392895435731098
18669982,The American journal of sports medicine,2008,0.7961467899255095,-2.382877138854486
18658024,The American journal of sports medicine,2008,0.4363300586158425,4.648197407545386
18645042,The American journal of sports medicine,2008,0.36016011814414683,-1.4649949161533693
18645042,The American journal of sports medicine,2008,0.695324439401028,-0.7588295652845019
18645042,The American journal of sports medicine,2008,0.4398770888858476,-1.3591001119650608
18628486,The American journal of sports medicine,2008,0.7357601499102663,3.5171299173287838
18628486,The American journal of sports medicine,2008,0.4913674880528054,4.934804977283541
18448578,The American journal of sports medicine,2008,0.4289314826681606,3.5880216545638866
18448578,The American journal of sports medicine,2008,0.5404750650084483,1.9635623747189002
18448578,The American journal of sports medicine,2008,0.604762362269938,0.5914297360194624
18326831,The American journal of sports medicine,2008,0.274110902318635,3.193848657417602
19966104,The American journal of sports medicine,2010,0.3587533744924445,2.768620014837524
19966104,The American journal of sports medicine,2010,0.353026588333316,2.03338733362643
19966104,The American journal of sports medicine,2010,0.06561807779772252,-2.476740175150569
19709991,The American journal of sports medicine,2009,0.3255850678330516,-2.385025808054479
19684294,The American journal of sports medicine,2009,0.6521624597676664,2.6306299643093145
19684294,The American journal of sports medicine,2009,0.808328169195421,1.8130848309705307
19684294,The American journal of sports medicine,2009,0.6654979541122269,2.397210957895097
19654427,The American journal of sports medicine,2009,0.7616535555358391,2.4775957984004773
19531659,The American journal of sports medicine,2009,0.08718094227603486,2.8315830442610976
19531659,The American journal of sports medicine,2009,0.13399650712264927,2.6692818488502126
19531659,The American journal of sports medicine,2009,0.05398717072751802,22.114929387545686
19346405,The American journal of sports medicine,2009,0.28754736252861374,3.0734677320528427
19279224,The American journal of sports medicine,2009,0.13420742242264777,3.953792133724981
21076014,The American journal of sports medicine,2011,0.23789572774131007,2.7856236821362743
21076014,The American journal of sports medicine,2011,0.46728110985117144,4.209698006693315
20724643,The American journal of sports medicine,2010,0.009812826741784719,3.996882262913369
20724643,The American journal of sports medicine,2010,0.2378293554134174,2.9144727712651433
20724643,The American journal of sports medicine,2010,0.5000571406532102,2.1291781487244186
20724643,The American journal of sports medicine,2010,0.2830539036882217,2.6211874666339408
20709944,The American journal of sports medicine,2010,0.21614741336408258,-2.3633205496914593
20709944,The American journal of sports medicine,2010,0.26155127948534695,-2.285735332405871
20709944,The American journal of sports medicine,2010,0.36303784036801195,-2.455937150738803
20702861,The American journal of sports medicine,2010,0.8418838517705185,2.4090594480782603
20699426,The American journal of sports medicine,2010,0.4374021921885661,2.18451453168646
20699426,The American journal of sports medicine,2010,0.6043444368372954,2.405835018855557
20601606,The American journal of sports medicine,2010,0.6427022514946862,2.4045856053313757
20576837,The American journal of sports medicine,2010,0.10550059141346527,0.09431540354282895
20576837,The American journal of sports medicine,2010,0.11530232748547382,-1.1086798878885578
20522826,The American journal of sports medicine,2010,0.5304697810407746,0.35934254206649646
20335507,The American journal of sports medicine,2010,0.09051565696158403,2.8132394650977792
20335507,The American journal of sports medicine,2010,0.13505153299462402,1.6522844751646943
20335507,The American journal of sports medicine,2010,0.3111768032742739,2.519151606353742
20223939,The American journal of sports medicine,2010,0.6805471312696578,2.13816278871826
22130474,The American journal of sports medicine,2012,0.10904184051707641,5.886308256800541
22130474,The American journal of sports medicine,2012,0.1687241026136135,4.673057068615006
22130474,The American journal of sports medicine,2012,0.15922303802882493,4.353309603566674
22130474,The American journal of sports medicine,2012,0.21385948734807225,4.284545629639632
22130474,The American journal of sports medicine,2012,0.12234007149537915,3.841779913161878
22130474,The American journal of sports medicine,2012,0.2802582369051301,1.6770377007860648
22116669,The American journal of sports medicine,2012,0.1334816693276908,0.29382845862525475
21952715,The American journal of sports medicine,2012,0.7407971235461399,2.1397831733971713
21946441,The American journal of sports medicine,2012,0.18990828442538163,0.501874787046344
21926383,The American journal of sports medicine,2012,0.24167890789392504,-0.3450098714267938
21926383,The American journal of sports medicine,2012,0.20922114064317676,-1.570128458157555
21856928,The American journal of sports medicine,2011,0.7279007146635705,2.154986094001633
21825112,The American journal of sports medicine,2011,0.41975723213192184,-2.1240804232375226
21825112,The American journal of sports medicine,2011,0.6687576795679332,-2.9723387317783936
21795671,The American journal of sports medicine,2011,0.42515212404950226,-2.214756757863003
21795671,The American journal of sports medicine,2011,0.2852118302360233,-4.221328418704106
21730206,The American journal of sports medicine,2011,0.07944799960711428,2.502905796603075
21730206,The American journal of sports medicine,2011,0.29273515094397556,2.9332371471912904
21730206,The American journal of sports medicine,2011,0.018136714715237322,-1.1139121739918214
21730206,The American journal of sports medicine,2011,0.07601011612500541,4.426677050037054
21730206,The American journal of sports medicine,2011,0.0024180469271795346,20.17750922077514
21705649,The American journal of sports medicine,2011,0.1652632613132405,4.743350322384114
21705649,The American journal of sports medicine,2011,0.12423851404904902,-3.467386256103983
21705649,The American journal of sports medicine,2011,0.0072545753368708,6.725433523511699
21705649,The American journal of sports medicine,2011,0.17222670282073138,2.619080618582913
21705649,The American journal of sports medicine,2011,0.13591952308284846,-2.519802168066866
21705649,The American journal of sports medicine,2011,0.25363578401629255,-1.9488429983642548
21705649,The American journal of sports medicine,2011,0.25148387615376666,-3.545349041537069
21705649,The American journal of sports medicine,2011,0.010630789898104098,-3.8399775474384445
21642599,The American journal of sports medicine,2011,0.19338436904572986,0.9427936585238736
21642599,The American journal of sports medicine,2011,0.01000528396767381,1.9792169177966636
21642599,The American journal of sports medicine,2011,0.0727497301616486,1.9211334813835061
21389185,The American journal of sports medicine,2011,0.427423383446988,2.4503081367106696
21212312,The American journal of sports medicine,2011,0.4820565073975381,4.819699758270373
21212307,The American journal of sports medicine,2011,0.3536465206938497,-3.919999999999999
23263293,The American journal of sports medicine,2013,0.17166950848021068,1.9599999999999997
23263293,The American journal of sports medicine,2013,0.11384875067051516,2.9554319624901546
23263293,The American journal of sports medicine,2013,0.17333661781410248,6.527196190619631
23263293,The American journal of sports medicine,2013,0.2178202196258578,3.883332176556096
23263293,The American journal of sports medicine,2013,0.17215947339859602,3.8192496174431043
23263293,The American journal of sports medicine,2013,0.1350151340445992,-4.29447038923364
23263293,The American journal of sports medicine,2013,0.09659537006569073,-2.8410973063732405
23193146,The American journal of sports medicine,2013,0.1243099812132134,2.706719390811459
23193146,The American journal of sports medicine,2013,0.24759509001136146,6.3185443072864524
22837429,The American journal of sports medicine,2012,0.07129727174683735,14.541045674668617
22837429,The American journal of sports medicine,2012,0.08246760651900091,10.76654573632961
22802271,The American journal of sports medicine,2012,0.33176294167565895,-2.5791491531150097
22700889,The American journal of sports medicine,2012,0.8907110304099642,2.356818426296803
22700889,The American journal of sports medicine,2012,0.729887138779819,2.3893677703475737
22700889,The American journal of sports medicine,2012,0.7683655087820846,-1.6567189199195456
22700889,The American journal of sports medicine,2012,0.7238541500865043,1.6824877074330302
22562791,The American journal of sports medicine,2012,0.12521044822941868,7.569571168668968
22562791,The American journal of sports medicine,2012,0.11989888501166722,5.987043107869307
22556199,The American journal of sports medicine,2012,1.059774330505387,2.7882448121050385
22534281,The American journal of sports medicine,2012,0.4760095981901296,3.9990768216048607
22427619,The American journal of sports medicine,2012,0.34056149661539287,2.035306948814413
22287642,The American journal of sports medicine,2012,0.0909885061068195,5.831816278412338
24335588,The American journal of sports medicine,2014,0.1540272975123878,9.30160274881678
24335588,The American journal of sports medicine,2014,0.3878684628164488,1.9973966481492276
24335588,The American journal of sports medicine,2014,0.48712819002154045,-2.339085083821529
24335588,The American journal of sports medicine,2014,0.28025823690513,2.2902230930314036
24335588,The American journal of sports medicine,2014,0.20978543674488562,2.667562613585786
24335588,The American journal of sports medicine,2014,0.20515670261502347,4.427145438583295
24335588,The American journal of sports medicine,2014,0.39466918269023965,2.8004639831589055
24322979,The American journal of sports medicine,2014,0.13031265912397721,6.391620956354582
24322979,The American journal of sports medicine,2014,0.13195319237150027,10.505955454392685
24275862,The American journal of sports medicine,2014,0.08697106810474316,-3.1554958641101627
24275862,The American journal of sports medicine,2014,0.14887371888990278,-2.300542442955021
24275862,The American journal of sports medicine,2014,0.0026164541242829358,-11.641407048578087
24275862,The American journal of sports medicine,2014,0.030372285718364332,-2.745318864448686
24275862,The American journal of sports medicine,2014,0.04057772822185906,5.695531294896092
24275862,The American journal of sports medicine,2014,0.04348264827514564,4.760845477359158
24005874,The American journal of sports medicine,2013,0.19553021776670787,-1.9723932454886766
24005874,The American journal of sports medicine,2013,0.07569691529890274,3.157551394620232
23857886,The American journal of sports medicine,2013,0.16817490532761833,4.411700683190654
23857886,The American journal of sports medicine,2013,0.14275912957536296,3.29228421778531
23857886,The American journal of sports medicine,2013,0.21943909827120192,2.418111700433502
23857886,The American journal of sports medicine,2013,0.13348166932769076,5.558346314264011
23788683,The American journal of sports medicine,2013,0.16224203232652976,5.396066141429514
23788683,The American journal of sports medicine,2013,0.17682326034692486,4.19592616533428
23788683,The American journal of sports medicine,2013,0.13959011937164928,16.912758666194755
23788683,The American journal of sports medicine,2013,0.16920770852302655,1.9885160053179505
23744907,The American journal of sports medicine,2013,0.5636465994714372,-2.3229685430757443
23744907,The American journal of sports medicine,2013,0.6381214162600027,-2.6872604247358964
23744907,The American journal of sports medicine,2013,0.7885312381016113,-2.4058907158240137
23744907,The American journal of sports medicine,2013,0.8995817664837147,-2.559617345285232
23744907,The American journal of sports medicine,2013,0.7577587922371686,-2.3384180560946577
23744907,The American journal of sports medicine,2013,0.7423103609766042,2.449213796711009
23744907,The American journal of sports medicine,2013,0.7768497538789703,2.8255140345401712
23744907,The American journal of sports medicine,2013,0.811924745898935,3.3883801478629936
23744907,The American journal of sports medicine,2013,0.7166843610618616,-2.31724214598608
23744907,The American journal of sports medicine,2013,0.7239956668584253,2.2257535353618128
23744907,The American journal of sports medicine,2013,0.460331248725889,2.050492773453212
23744907,The American journal of sports medicine,2013,0.5520893215282614,2.0667543458249127
23744907,The American journal of sports medicine,2013,0.7338648808596233,2.857188339028219
23744907,The American journal of sports medicine,2013,0.9581680502427461,2.846946136126439
23733830,The American journal of sports medicine,2013,0.8211417920582145,1.96
23733830,The American journal of sports medicine,2013,0.3786415228265547,4.696622905012247
23631881,The American journal of sports medicine,2013,0.05436051414813986,-2.1437217451325217
23631881,The American journal of sports medicine,2013,0.098205761877506,3.3532018982078404
23631881,The American journal of sports medicine,2013,0.09209524120850271,5.503189912071806
23631881,The American journal of sports medicine,2013,0.19572835528409877,-2.871933999228821
23631881,The American journal of sports medicine,2013,0.0796874196536103,-4.475925378047713
23631881,The American journal of sports medicine,2013,0.07280251535495678,3.1745018676425625
23631881,The American journal of sports medicine,2013,0.16995911419388296,2.6540243016661447
23613443,The American journal of sports medicine,2013,0.2652479052666266,2.1526260349230295
23613443,The American journal of sports medicine,2013,0.46521755943979815,2.1190446803208762
23613443,The American journal of sports medicine,2013,0.07953561837521468,8.136018242868056
23613443,The American journal of sports medicine,2013,0.07711246731452387,7.477563413346918
23613443,The American journal of sports medicine,2013,0.08228339237311348,7.277732283730889
23613443,The American journal of sports medicine,2013,0.0774700035199546,4.706894243189043
23354117,The American journal of sports medicine,2013,0.4259431387633411,3.077950452320276
23354117,The American journal of sports medicine,2013,0.2584827652339165,2.316736671192685
23302260,The American journal of sports medicine,2013,0.11105052838210343,3.0299021672681907
23302260,The American journal of sports medicine,2013,0.04145891058616707,14.177571397600506
23302260,The American journal of sports medicine,2013,0.17952277803328628,1.8742593018409384
23302260,The American journal of sports medicine,2013,0.139940293813479,2.404398529201916
23302260,The American journal of sports medicine,2013,0.14489388714437226,1.8107338386613323
23302260,The American journal of sports medicine,2013,0.30957710595461396,2.073324783475735
25537943,The American journal of sports medicine,2015,0.5450510090611695,2.8779249865360836
25537943,The American journal of sports medicine,2015,0.5249561390967599,2.5430716345737845
25537943,The American journal of sports medicine,2015,0.48626781132801006,1.8843335103175785
25451790,The American journal of sports medicine,2015,0.12278142461726248,-2.45236682765764
25451790,The American journal of sports medicine,2015,0.3536465206938497,-1.1749456580158912
25428957,The American journal of sports medicine,2014,0.04651060122294761,-4.266789366419235
25428957,The American journal of sports medicine,2014,0.05275367686547968,-4.2299146632607085
25384505,The American journal of sports medicine,2015,0.17682326034692483,4.951094870868471
25384505,The American journal of sports medicine,2015,0.21995497719486723,4.840584880464682
25384505,The American journal of sports medicine,2015,0.4414261537887151,2.772321986630329
25378207,The American journal of sports medicine,2014,0.8506891301973957,1.9648461982413024
25378207,The American journal of sports medicine,2014,0.02198410618394194,2.21933808730738
25378207,The American journal of sports medicine,2014,0.012446470451385727,2.374874255074739
25325560,The American journal of sports medicine,2015,0.17568186228699595,2.603711282907628
25325560,The American journal of sports medicine,2015,0.17074106928499636,5.751858510226965
25325560,The American journal of sports medicine,2015,0.18482084450102584,4.387655615391519
25325560,The American journal of sports medicine,2015,0.24077568460264936,4.378814378667242
25325560,The American journal of sports medicine,2015,0.21722334090086917,4.3810111370386275
25296646,The American journal of sports medicine,2015,0.28928934074464935,0.9069268290084542
25296646,The American journal of sports medicine,2015,0.17952277803328628,-2.3145555595436633
25296646,The American journal of sports medicine,2015,0.39115598669855783,2.6504436087002237
25296646,The American journal of sports medicine,2015,0.3519917989516031,2.3785995214303814
25274353,The American journal of sports medicine,2014,0.1328260000533169,2.032938860649799
25274353,The American journal of sports medicine,2014,0.13477519928916015,2.1159600856668823
25274353,The American journal of sports medicine,2014,0.13228637915003655,2.155769506021616
25248922,The American journal of sports medicine,2014,0.35278323039174747,3.0760795152618865
25248922,The American journal of sports medicine,2014,0.517959527105917,3.040481708028208
25248922,The American journal of sports medicine,2014,1.03442586199519,2.024630503856568
25248922,The American journal of sports medicine,2014,0.05502769714966624,3.3132688852682697
25143489,The American journal of sports medicine,2015,0.23712652005718765,1.5083696424404818
25143489,The American journal of sports medicine,2015,0.3167635541604038,2.075743860936214
25060072,The American journal of sports medicine,2014,0.17361438733497073,3.0223792911964926
25060072,The American journal of sports medicine,2014,0.1703646358611366,3.950024427551617
25053695,The American journal of sports medicine,2014,0.053630190028324316,20.108255830923547
25053695,The American journal of sports medicine,2014,0.055373598274955985,6.957510669211628
25016013,The American journal of sports medicine,2014,0.9292947743909514,3.6952615027193496
25016013,The American journal of sports medicine,2014,0.5743091322975752,3.119851955095961
25016013,The American journal of sports medicine,2014,0.007849912925192274,-3.880196860140651
25016012,The American journal of sports medicine,2014,0.21068158066697137,4.115691960058086
25016012,The American journal of sports medicine,2014,0.22758172728223014,3.260091895731511
24928761,The American journal of sports medicine,2014,0.33718261224038765,2.20040214944544
24928761,The American journal of sports medicine,2014,0.11568222635064412,-2.2593338007014614
24928761,The American journal of sports medicine,2014,0.16836606460281756,-2.6506951010658177
24893778,The American journal of sports medicine,2014,0.8009040754046097,1.599359879414957
24893778,The American journal of sports medicine,2014,0.605164390057183,2.5145217119968106
24893778,The American journal of sports medicine,2014,0.8005290186334392,1.9724190731334417
24793572,The American journal of sports medicine,2015,0.6527698898132996,0.47104608307822715
24793572,The American journal of sports medicine,2015,0.5237384659455717,-0.7646518112319517
24793572,The American journal of sports medicine,2015,0.3209285779582173,-2.0981134106150887
24793572,The American journal of sports medicine,2015,0.8976990860506476,-0.8410642229788735
24793572,The American journal of sports medicine,2015,0.5008116672357077,0.17207605548952348
24778266,The American journal of sports medicine,2014,0.5140058725873125,-2.2167728890973186
24753239,The American journal of sports medicine,2014,0.3525317248593806,3.4963101878830836
24753239,The American journal of sports medicine,2014,0.36184580875808364,3.8586731093147324
24644301,The American journal of sports medicine,2014,0.48304647029030545,2.6517818144747802
24627578,The American journal of sports medicine,2014,0.30563088831600704,2.0128385664153234
24627578,The American journal of sports medicine,2014,0.3113119729522427,2.044819616267075
24567252,The American journal of sports medicine,2014,0.37737005555964753,2.5320277296787452
24567250,The American journal of sports medicine,2014,0.4348847174077616,3.7463734054435696
24567250,The American journal of sports medicine,2014,0.5993903141935991,3.6092058453947566
24532597,The American journal of sports medicine,2014,0.8419530132297509,2.5277321565550586
24500914,The American journal of sports medicine,2014,0.11511059351115945,3.5801192423430677
24500914,The American journal of sports medicine,2014,0.1708487005999609,2.4121321928680053
24500914,The American journal of sports medicine,2014,0.22744849981729173,-1.962145729635147
24500914,The American journal of sports medicine,2014,0.5261652275994801,2.418566505425234
24481825,The American journal of sports medicine,2014,0.3371826122403876,3.355458052755372
26657853,The American journal of sports medicine,2016,0.07620711955060354,5.9190745171872114
26657853,The American journal of sports medicine,2016,0.21383223431233067,6.243217123113402
26657573,The American journal of sports medicine,2016,0.06341429876480834,9.615584868050023
26657573,The American journal of sports medicine,2016,0.10260806484285545,2.252373839398832
26657573,The American journal of sports medicine,2016,0.050871426059503774,9.239049612959096
26657573,The American journal of sports medicine,2016,0.17411418666645032,3.9809919790614416
26657262,The American journal of sports medicine,2016,0.40561730269821394,0.36591142471232346
26646514,The American journal of sports medicine,2016,0.06437313928736528,3.2158470392472758
26646514,The American journal of sports medicine,2016,0.034064130771561875,3.326921390332809
26637284,The American journal of sports medicine,2016,0.10758306861733284,-2.5509297069589763
26637284,The American journal of sports medicine,2016,0.12151516522827077,-2.3674581844279223
26637284,The American journal of sports medicine,2016,0.18421804016152993,-3.872312870400588
26637284,The American journal of sports medicine,2016,0.21916640766178738,-2.727776611086261
26620296,The American journal of sports medicine,2016,0.2526527306193564,2.58190435718059
26620296,The American journal of sports medicine,2016,0.5715636129807914,2.2507976306058417
26620296,The American journal of sports medicine,2016,0.29656423632178497,1.9819876873634392
26620296,The American journal of sports medicine,2016,0.23764239898085293,2.1326901451171034
26473010,The American journal of sports medicine,2015,0.17809287852798428,3.8610864485734364
26473010,The American journal of sports medicine,2015,0.16093978909681372,3.672891944944748
26473010,The American journal of sports medicine,2015,0.17057306203290049,0.9852293380524249
26473010,The American journal of sports medicine,2015,0.2288334146359643,3.728205158438448
26473010,The American journal of sports medicine,2015,0.5461628648128175,3.14578862780902
26473010,The American journal of sports medicine,2015,0.6027856081858259,2.95830410346499
26473010,The American journal of sports medicine,2015,0.18376094983888655,4.504102064357105
26473010,The American journal of sports medicine,2015,0.1602530372260285,3.499203523508138
26473010,The American journal of sports medicine,2015,0.005766679891419644,2.9231927875006276
26473010,The American journal of sports medicine,2015,0.022097607102377827,5.128550108704235
26435448,The American journal of sports medicine,2015,0.04818891017652987,2.1656438160137266
26435448,The American journal of sports medicine,2015,0.39854618802427827,2.7897833396173373
26391862,The American journal of sports medicine,2015,0.06152093286145101,3.4965558812541055
26391862,The American journal of sports medicine,2015,0.04681629573624067,8.943687839319157
26391862,The American journal of sports medicine,2015,0.07338828378871964,-5.056170579749509
26391862,The American journal of sports medicine,2015,0.10533447930924568,9.569116655912552
26391862,The American journal of sports medicine,2015,0.08243082179783894,9.998389255267094
26391862,The American journal of sports medicine,2015,0.08193235235533043,17.831025988119443
26391862,The American journal of sports medicine,2015,0.12464349157685725,10.004792693226522
26391862,The American journal of sports medicine,2015,0.10513377556075032,16.249562532849758
26391862,The American journal of sports medicine,2015,0.06005902604793445,18.784372061065984
26391862,The American journal of sports medicine,2015,0.06386635582629964,4.228002893220741
26391862,The American journal of sports medicine,2015,0.05822924795433168,4.6373110884900735
26391862,The American journal of sports medicine,2015,0.06577273196482136,-3.7775739562010213
26391862,The American journal of sports medicine,2015,0.08787015366148422,2.720114743298409
26391862,The American journal of sports medicine,2015,0.05495446561742332,2.7007815188583444
26391861,The American journal of sports medicine,2015,0.22266342218051793,3.022249755493543
26391861,The American journal of sports medicine,2015,0.27877508132721684,2.4684223405487655
26391861,The American journal of sports medicine,2015,1.0365592992281563,2.80490210338315
26391861,The American journal of sports medicine,2015,0.5990446759763352,2.0575431359422347
26391861,The American journal of sports medicine,2015,0.6024556311664343,2.850658148242531
26391861,The American journal of sports medicine,2015,0.23374763568218238,-3.5122517910131323
26391861,The American journal of sports medicine,2015,0.2915979722548325,-3.3182124648525235
26391861,The American journal of sports medicine,2015,0.2383175823495839,19.25257641514418
26391861,The American journal of sports medicine,2015,0.28561349097425015,16.518385247868146
26391861,The American journal of sports medicine,2015,0.38380631567791956,10.07764060059967
26362436,The American journal of sports medicine,2015,0.760546820434156,1.487616647776192
26330572,The American journal of sports medicine,2015,0.0490322234761471,32.783255496161686
26330571,The American journal of sports medicine,2015,0.0633266174491031,11.335514544531915
26330571,The American journal of sports medicine,2015,0.05959562530140438,12.766135520619022
26330571,The American journal of sports medicine,2015,0.1397543593731658,3.363069541113584
26330571,The American journal of sports medicine,2015,0.2255100069483754,2.247428436665671
26330571,The American journal of sports medicine,2015,0.20187224661713238,3.1270855078911244
26254440,The American journal of sports medicine,2015,0.1034349765582052,1.7626683242042225
26254440,The American journal of sports medicine,2015,0.042615837924277075,4.278258170540183
26183172,The American journal of sports medicine,2015,0.35698123537939885,3.4281225743462116
26116355,The American journal of sports medicine,2016,0.25472674237528753,-1.4567127029173323
26085191,The American journal of sports medicine,2015,0.022498140825372697,17.124188339871978
26085191,The American journal of sports medicine,2015,0.02234644370356785,17.543824555556906
26085191,The American journal of sports medicine,2015,0.028572718973595618,12.518040183797243
26085191,The American journal of sports medicine,2015,0.034272462380377185,14.434219413407162
26085191,The American journal of sports medicine,2015,0.02849591570918398,5.208465895006798
26085191,The American journal of sports medicine,2015,0.03049621190045476,22.892506267657907
26085191,The American journal of sports medicine,2015,0.08583475424010538,-10.38737894897116
26085191,The American journal of sports medicine,2015,0.06982036491761248,-6.8466528570436225
26085191,The American journal of sports medicine,2015,0.04651060122294761,-8.933779246797974
26068037,The American journal of sports medicine,2015,0.2995203676470038,2.991743204631445
26068037,The American journal of sports medicine,2015,0.21309226258685918,2.321511986548373
26068037,The American journal of sports medicine,2015,0.2030623892856258,2.86717605313766
26068037,The American journal of sports medicine,2015,0.1755938505418358,2.1940540605597967
25999439,The American journal of sports medicine,2016,0.33364890999341024,0.5713201928710469
25977524,The American journal of sports medicine,2015,0.2580614570608367,7.703104410844715
25977524,The American journal of sports medicine,2015,0.2962073075636336,5.755253326666148
25943112,The American journal of sports medicine,2016,0.12385403463818899,3.9448049976405275
25943112,The American journal of sports medicine,2016,0.27810999649788304,3.6243138797337386
25943112,The American journal of sports medicine,2016,0.13291576376026337,3.150193197651121
25943112,The American journal of sports medicine,2016,0.645943582647658,2.773863720239796
25931501,The American journal of sports medicine,2015,0.0841037753115014,8.181970859069116
25931501,The American journal of sports medicine,2015,0.261582293799856,11.883887037817447
25931501,The American journal of sports medicine,2015,0.07854562861662168,18.087522028394307
25931501,The American journal of sports medicine,2015,0.22278818854723226,4.961020773111848
25925602,The American journal of sports medicine,2016,0.7165952580079288,2.411555788068693
25925602,The American journal of sports medicine,2016,1.3966297218530141,-0.17790066716384006
25899431,The American journal of sports medicine,2015,0.10616336663900823,-2.4619110377606725
25899431,The American journal of sports medicine,2015,0.17249939343014595,2.9729010417438535
25899431,The American journal of sports medicine,2015,0.09780335622677667,10.454149705576445
25802119,The American journal of sports medicine,2016,0.0579228190396291,2.4128995220266747
25802119,The American journal of sports medicine,2016,0.03862235878963479,2.9342766433369074
25794868,The American journal of sports medicine,2015,0.47963233966646246,-2.639205289877446
25767267,The American journal of sports medicine,2015,0.13107302344493074,-1.0624769588230143
25767267,The American journal of sports medicine,2015,0.24586557802529552,-2.0776622244917715
25748473,The American journal of sports medicine,2015,0.4045682181183434,-0.12678527894780497
25646361,The American journal of sports medicine,2015,0.08955400162866586,2.6689695169801504
25646361,The American journal of sports medicine,2015,0.11871511471664116,2.5901057374361307
25646361,The American journal of sports medicine,2015,0.1986401413260478,3.6626464440693276
25646361,The American journal of sports medicine,2015,0.20003034662389588,3.1292173484226717
25634907,The American journal of sports medicine,2015,0.16409444117737815,2.709938362755152
25634907,The American journal of sports medicine,2015,0.009908120743944888,2.9832904750992855
25596616,The American journal of sports medicine,2015,0.1201939712687651,2.5582372934528954
25596616,The American journal of sports medicine,2015,0.11989888501166727,-0.9719341113523423
25596616,The American journal of sports medicine,2015,0.3155821334013303,2.0003406721351378
25560540,The American journal of sports medicine,2015,0.12789461219679768,2.4042036991739653
25560540,The American journal of sports medicine,2015,0.4105708960291073,-2.7002952114828247
25556222,The American journal of sports medicine,2015,0.5771701197516925,3.7481549228349396
25556222,The American journal of sports medicine,2015,0.8500521709630623,2.5848114414517465
25556222,The American journal of sports medicine,2015,0.7564472107319598,-1.506297157320226
28272930,The American journal of sports medicine,2017,1.477597392071602,2.2355324874192
28272930,The American journal of sports medicine,2017,1.3349208064350973,2.2771007420945124
28146396,The American journal of sports medicine,2017,0.05275367686547968,9.37747416350841
28146396,The American journal of sports medicine,2017,0.09875407383672652,7.069427062069705
28125898,The American journal of sports medicine,2017,0.8883696419746616,2.5634231263777347
28125898,The American journal of sports medicine,2017,0.9466539006932173,2.0510296565097583
28125898,The American journal of sports medicine,2017,0.8173797039578649,2.7709071008775465
28125898,The American journal of sports medicine,2017,0.7885312381016113,-2.4933861353498803
28125898,The American journal of sports medicine,2017,0.6732289106161373,-2.24905334389762
28125898,The American journal of sports medicine,2017,1.7020492207808846,-2.2984194332719388
28125898,The American journal of sports medicine,2017,1.145060298401056,-2.102898521601255
28125898,The American journal of sports medicine,2017,1.4715104581106562,-2.6585084624209756
28038316,The American journal of sports medicine,2017,0.36795505810483015,2.596815627291124
28038316,The American journal of sports medicine,2017,0.3805242032596216,3.508321035289059
28005405,The American journal of sports medicine,2017,0.3844189665582923,5.343450538057842
28005405,The American journal of sports medicine,2017,0.890674555997432,1.1559995850876499
28005405,The American journal of sports medicine,2017,0.526452343038698,2.8570057986534856
28005405,The American journal of sports medicine,2017,0.4263962508554983,5.686735567804131
28005405,The American journal of sports medicine,2017,0.5204644970731007,2.4611358750991874
27864184,The American journal of sports medicine,2017,0.30457205828378425,-5.6301895773189
27864184,The American journal of sports medicine,2017,0.5852593988070227,-1.6532567067423494
27864184,The American journal of sports medicine,2017,0.3611280551567374,-0.4500313037912222
27864184,The American journal of sports medicine,2017,0.6571118438759508,-2.0499914291925454
27852594,The American journal of sports medicine,2017,0.56051647381026,-2.147970417607194
27836904,The American journal of sports medicine,2017,0.019888148334110137,7.462736229884119
27836904,The American journal of sports medicine,2017,0.03963021429060263,6.4254565091757065
